augmentation_method,source_cluster,source_segment_id,source_segment_id_2,source_profile_id,lam,duration_s,n_samples_original,augmentation_ratio,cluster_ratio,is_synthetic,variant,split,segment_id,length_reconstructed
jitter,0,76_1022,,76,,165.0,330,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00036,False
jitter,0,55_422,,55,,318.5,637,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00037,False
jitter,0,66_757,,66,,250.0,500,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00038,False
jitter,0,62_664,,62,,120.0,240,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00039,False
jitter,0,66_776,,66,,135.0,270,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00040,False
jitter,0,74_967,,74,,1370.0,2740,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00041,False
jitter,0,74_955,,74,,210.0,420,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00042,False
jitter,0,61_642,,61,,135.0,270,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00043,False
jitter,0,79_1049,,79,,425.0,850,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00044,False
interpolation,0,61_650,66_778,61,0.4153035283088684,286.91294103860855,720,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00045,False
interpolation,0,81_1107,78_1031,81,0.4261055588722229,198.78102749586105,300,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00046,False
interpolation,0,70_873,73_946,70,0.2979043424129486,213.61525431275368,350,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00047,False
interpolation,0,76_1020,74_960,76,0.4483506381511688,240.85720047354698,410,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00048,False
interpolation,0,70_879,76_1022,70,0.7258049845695496,266.61269783973694,610,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00049,False
interpolation,0,68_811,53_354,68,0.26549214124679565,245.13366401195526,740,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00050,False
interpolation,0,73_930,66_778,73,0.48461711406707764,193.8075453042984,300,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00051,False
interpolation,0,61_649,74_957,61,0.4701858460903168,199.73605453968048,320,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00052,False
interpolation,0,61_649,55_409,61,0.6465660333633423,168.83584916591644,320,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00053,False
interpolation,0,52_341,68_837,52,0.7126996517181396,201.8805992603302,240,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00054,False
interpolation,0,62_666,79_1047,62,0.6678708791732788,563.3212912082672,1120,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00055,False
interpolation,0,63_688,70_865,63,0.4469040632247925,144.5797234773636,350,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00056,False
interpolation,0,73_948,76_1017,73,0.27686458826065063,394.15296882390976,810,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00057,False
interpolation,0,62_669,62_667,62,0.2821134328842163,173.33737313747406,440,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00058,False
interpolation,0,64_701,63_677,64,0.5446686744689941,510.0,1020,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00059,False
interpolation,0,68_824,53_367,68,0.5856929421424866,262.49626487493515,670,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00060,False
interpolation,0,74_972,63_692,74,0.7392523884773254,275.45795381069183,650,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00061,False
interpolation,0,55_408,81_1107,55,0.43364113569259644,184.69129085540771,460,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00062,False
interpolation,0,68_836,52_339,68,0.27700376510620117,189.2247176170349,270,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00063,False
interpolation,0,66_772,63_692,66,0.48866602778434753,301.14644542336464,950,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00064,False
interpolation,0,76_1006,60_619,76,0.36609435081481934,175.98283052444458,390,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00065,False
interpolation,0,74_975,79_1071,74,0.272143691778183,170.85364639759064,480,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00066,False
interpolation,0,79_1047,62_666,79,0.48086056113243103,564.8085889220238,1140,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00067,False
interpolation,0,80_1095,79_1049,80,0.5290929675102234,290.08129328489304,340,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00068,False
interpolation,0,80_1080,66_757,80,0.4865517318248749,291.35688975453377,670,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00069,False
interpolation,0,61_642,76_1013,61,0.3107534646987915,345.2201932668686,270,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00070,False
interpolation,0,62_667,80_1097,62,0.7170591354370117,191.78231239318848,310,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00071,False
interpolation,0,80_1095,62_673,80,0.38163548707962036,179.2754676938057,340,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00072,False
interpolation,0,63_676,64_700,63,0.6895599961280823,535.0,1070,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00073,False
interpolation,0,64_705,53_380,64,0.39917895197868347,195.0410459935665,330,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00074,False
interpolation,0,55_412,55_419,55,0.6684011220932007,283.263955116272,540,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00075,False
interpolation,0,68_811,79_1040,68,0.48588016629219055,262.0348396897316,740,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00076,False
interpolation,0,74_961,74_978,74,0.5430102944374084,140.9946396946907,250,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00077,False
interpolation,0,62_669,73_937,62,0.4663529098033905,222.6682287454605,440,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00078,False
interpolation,0,81_1108,68_813,81,0.27945953607559204,359.932442009449,900,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00079,False
interpolation,0,60_624,74_955,60,0.675925076007843,341.8053898215294,810,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00080,False
interpolation,0,81_1112,64_706,81,0.4805685877799988,175.1943141222,340,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00081,False
interpolation,0,80_1100,80_1093,80,0.7222207188606262,361.9439408183098,910,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00082,False
interpolation,0,53_376,74_979,53,0.6999958157539368,483.4993514418602,1060,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00083,False
interpolation,0,53_367,70_878,53,0.3264080286026001,133.056321144104,320,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00084,False
interpolation,0,70_883,74_957,70,0.41153013706207275,210.30819177627563,350,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00085,False
interpolation,0,74_985,68_840,74,0.2805570960044861,183.41671288013458,410,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00086,False
interpolation,0,76_1003,78_1031,76,0.5866397023200989,217.40080893039703,410,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00087,False
interpolation,0,61_642,66_791,61,0.37396857142448425,394.8030264675617,270,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00088,False
interpolation,0,53_361,63_679,53,0.3132566213607788,773.4957444667816,2220,0.25,0.2535211267605634,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00089,False
jitter,1,27_88,,27,,945.0,1890,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00090,False
jitter,1,51_327,,51,,125.0,250,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00091,False
jitter,1,48_258,,48,,120.0,240,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00092,False
jitter,1,21_80,,21,,5315.5,10631,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00093,False
jitter,1,57_521,,57,,135.0,270,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00094,False
jitter,1,31_122,,31,,1510.0,3020,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00095,False
jitter,1,62_665,,62,,235.0,470,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00096,False
jitter,1,70_880,,70,,185.0,370,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00097,False
jitter,1,57_513,,57,,375.0,750,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00098,False
jitter,1,66_786,,66,,160.0,320,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00099,False
jitter,1,57_517,,57,,155.0,310,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00100,False
jitter,1,27_101,,27,,2010.5,4021,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00101,False
jitter,1,7_25,,7,,1300.5,2601,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00102,False
jitter,1,29_113,,29,,730.0,1460,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00103,False
jitter,1,48_260,,48,,240.0,480,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00104,False
jitter,1,74_987,,74,,660.5,1321,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00105,False
jitter,1,29_106,,29,,780.0,1560,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00106,False
jitter,1,76_1010,,76,,1200.0,2400,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00107,False
jitter,1,57_512,,57,,260.0,520,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00108,False
jitter,1,50_314,,50,,185.0,370,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00109,False
jitter,1,50_305,,50,,325.0,650,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00110,False
jitter,1,36_151,,36,,249.5,499,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00111,False
jitter,1,4_4,,4,,1675.0,3350,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00112,False
jitter,1,30_120,,30,,800.0,1600,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00113,False
jitter,1,41_163,,41,,1700.0,3400,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00114,False
jitter,1,81_1105,,81,,315.0,630,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00115,False
jitter,1,27_95,,27,,965.0,1930,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00116,False
jitter,1,78_1030,,78,,160.0,320,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00117,False
jitter,1,23_82,,23,,2818.0,5636,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00118,False
jitter,1,50_321,,50,,340.0,680,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00119,False
jitter,1,50_318,,50,,290.0,580,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00120,False
jitter,1,13_48,,13,,8343.0,16686,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00121,False
jitter,1,57_502,,57,,160.0,320,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00122,False
jitter,1,79_1075,,79,,1192.0,2384,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00123,False
jitter,1,48_262,,48,,215.0,430,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00124,False
jitter,1,49_294,,49,,235.0,470,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00125,False
jitter,1,36_142,,36,,370.0,740,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00126,False
jitter,1,48_264,,48,,345.0,690,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00127,False
jitter,1,42_171,,42,,125.0,250,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00128,False
jitter,1,79_1075,,79,,1192.0,2384,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00129,False
jitter,1,57_507,,57,,190.0,380,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00130,False
jitter,1,49_291,,49,,365.0,730,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00131,False
jitter,1,48_263,,48,,200.0,400,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00132,False
jitter,1,57_523,,57,,325.0,650,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00133,False
jitter,1,68_814,,68,,135.0,270,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00134,False
jitter,1,48_269,,48,,140.0,280,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00135,False
interpolation,1,27_97,57_510,27,0.3754112422466278,965.1913093030453,4410,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00136,False
interpolation,1,30_120,36_148,30,0.5376656651496887,568.8328325748444,1600,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00137,False
interpolation,1,57_495,78_1030,57,0.2974157929420471,149.59044724702835,250,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00138,False
interpolation,1,81_1114,62_671,81,0.4627583622932434,175.37241637706757,340,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00139,False
interpolation,1,41_167,70_886,41,0.6510587334632874,1409.6943229734898,2140,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00140,False
interpolation,1,79_1069,73_953,79,0.4126138687133789,1103.3655233383179,1980,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00141,False
interpolation,1,31_126,27_90,31,0.6819700002670288,1087.6252502202988,2700,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00142,False
interpolation,1,29_107,29_111,29,0.2909019887447357,1029.1819293797016,2030,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00143,False
interpolation,1,10_40,50_307,10,0.4149720370769501,319.2513880133629,580,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00144,False
interpolation,1,72_913,81_1110,72,0.4098305404186249,142.54067614674568,350,0.25,0.24538258575197888,True,CLUSTER_AWARE_CLASSICAL,train,syn_CLUSTER_AWARE_CLASSICAL_r25_00145,False
