profile_id,segment_id,start_sample,end_sample,row,split,in_train
41,41_156,2270,3140,156,train,True
41,41_157,3140,4120,157,train,True
41,41_158,4120,4880,158,train,True
41,41_159,4880,5930,159,train,True
41,41_160,5930,6600,160,train,True
41,41_161,6600,7390,161,train,True
41,41_162,7390,7920,162,train,True
41,41_163,7920,11320,163,train,True
41,41_164,11320,12260,164,train,True
41,41_165,12260,13080,165,train,True
41,41_166,13080,14560,166,train,True
41,41_167,14560,16700,167,train,True
42,42_168,0,1320,168,train,True
42,42_169,1320,2590,169,train,True
42,42_170,2590,3470,170,train,True
42,42_171,3470,3720,171,train,True
42,42_172,3720,4940,172,train,True
42,42_173,4940,6140,173,train,True
42,42_174,6140,7340,174,train,True
42,42_175,7340,8550,175,train,True
42,42_176,8550,9760,176,train,True
42,42_177,9760,12220,177,train,True
42,42_178,12220,14570,178,train,True
42,42_179,14570,15810,179,train,True
42,42_180,15810,16920,180,train,True
43,43_181,0,670,181,test,False
43,43_182,670,1410,182,test,False
43,43_183,1410,1740,183,test,False
43,43_184,1740,2440,184,test,False
43,43_185,2440,3300,185,test,False
43,43_186,3300,3920,186,test,False
43,43_187,3920,4220,187,test,False
43,43_188,4220,4970,188,test,False
43,43_189,4970,6830,189,test,False
43,43_190,6830,8443,190,test,False
44,44_191,0,380,191,val,False
44,44_192,380,1050,192,val,False
44,44_193,1050,1330,193,val,False
44,44_194,1330,1630,194,val,False
44,44_195,1630,3090,195,val,False
44,44_196,3090,5200,196,val,False
44,44_197,5200,5940,197,val,False
44,44_198,5940,7130,198,val,False
44,44_199,7130,10350,199,val,False
44,44_200,10350,12150,200,val,False
44,44_201,12150,14280,201,val,False
44,44_202,14280,14820,202,val,False
44,44_203,14820,17840,203,val,False
44,44_204,17840,22130,204,val,False
44,44_205,22130,23290,205,val,False
44,44_206,23290,24270,206,val,False
44,44_207,24270,25080,207,val,False
44,44_208,25080,26341,208,val,False
45,45_209,0,410,209,test,False
45,45_210,410,790,210,test,False
45,45_211,790,1440,211,test,False
45,45_212,1440,1790,212,test,False
45,45_213,1790,2910,213,test,False
45,45_214,2910,3860,214,test,False
45,45_215,3860,4610,215,test,False
45,45_216,4610,5420,216,test,False
45,45_217,5420,7590,217,test,False
45,45_218,7590,8470,218,test,False
45,45_219,8470,12940,219,test,False
45,45_220,12940,15130,220,test,False
45,45_221,15130,15810,221,test,False
45,45_222,15810,17142,222,test,False
46,46_223,0,700,223,train,True
46,46_224,700,1610,224,train,True
46,46_225,1610,1930,225,train,True
46,46_226,1930,2180,226,train,True
47,47_227,0,700,227,train,True
47,47_228,700,1610,228,train,True
47,47_229,1610,1930,229,train,True
47,47_230,1930,2176,230,train,True
48,48_231,0,450,231,train,True
48,48_232,450,910,232,train,True
48,48_233,910,1800,233,train,True
48,48_234,1800,2290,234,train,True
48,48_235,2290,2760,235,train,True
48,48_236,2760,3250,236,train,True
48,48_237,3250,3630,237,train,True
48,48_238,3630,4030,238,train,True
48,48_239,4030,4970,239,train,True
48,48_240,4970,5460,240,train,True
48,48_241,5460,5860,241,train,True
48,48_242,5860,6390,242,train,True
48,48_243,6390,6680,243,train,True
48,48_244,6680,7470,244,train,True
48,48_245,7470,7710,245,train,True
48,48_246,7710,7980,246,train,True
48,48_247,7980,8630,247,train,True
48,48_248,8630,9130,248,train,True
48,48_249,9130,9620,249,train,True
48,48_250,9620,10110,250,train,True
48,48_251,10110,10740,251,train,True
48,48_252,10740,11040,252,train,True
48,48_253,11040,11280,253,train,True
48,48_254,11280,11560,254,train,True
48,48_255,11560,12210,255,train,True
48,48_256,12210,12550,256,train,True
48,48_257,12550,12950,257,train,True
48,48_258,12950,13190,258,train,True
48,48_259,13190,13530,259,train,True
48,48_260,13530,14010,260,train,True
48,48_261,14010,14440,261,train,True
48,48_262,14440,14870,262,train,True
48,48_263,14870,15270,263,train,True
48,48_264,15270,15960,264,train,True
48,48_265,15960,16280,265,train,True
48,48_266,16280,16540,266,train,True
48,48_267,16540,16820,267,train,True
48,48_268,16820,17240,268,train,True
48,48_269,17240,17520,269,train,True
48,48_270,17520,17970,270,train,True
48,48_271,17970,18280,271,train,True
48,48_272,18280,18550,272,train,True
48,48_273,18550,19210,273,train,True
48,48_274,19210,19480,274,train,True
48,48_275,19480,20050,275,train,True
48,48_276,20050,20400,276,train,True
48,48_277,20400,20700,277,train,True
48,48_278,20700,21200,278,train,True
48,48_279,21200,21530,279,train,True
48,48_280,21530,21983,280,train,True
49,49_281,0,290,281,train,True
49,49_282,290,640,282,train,True
49,49_283,640,1290,283,train,True
49,49_284,1290,1680,284,train,True
49,49_285,1680,2360,285,train,True
49,49_286,2360,2630,286,train,True
49,49_287,2630,2990,287,train,True
49,49_288,2990,3670,288,train,True
49,49_289,3670,3920,289,train,True
49,49_290,3920,4600,290,train,True
49,49_291,4600,5330,291,train,True
49,49_292,5330,5700,292,train,True
49,49_293,5700,6180,293,train,True
49,49_294,6180,6650,294,train,True
49,49_295,6650,6970,295,train,True
49,49_296,6970,7550,296,train,True
49,49_297,7550,7890,297,train,True
49,49_298,7890,8400,298,train,True
49,49_299,8400,8890,299,train,True
49,49_300,8890,9470,300,train,True
49,49_301,9470,10250,301,train,True
49,49_302,10250,10816,302,train,True
50,50_303,0,290,303,train,True
50,50_304,290,640,304,train,True
50,50_305,640,1290,305,train,True
50,50_306,1290,1680,306,train,True
50,50_307,1680,2360,307,train,True
50,50_308,2360,2630,308,train,True
50,50_309,2630,2990,309,train,True
50,50_310,2990,3670,310,train,True
50,50_311,3670,3920,311,train,True
50,50_312,3920,4600,312,train,True
50,50_313,4600,5330,313,train,True
50,50_314,5330,5700,314,train,True
50,50_315,5700,6180,315,train,True
50,50_316,6180,6650,316,train,True
50,50_317,6650,6970,317,train,True
50,50_318,6970,7550,318,train,True
50,50_319,7550,7890,319,train,True
50,50_320,7890,8400,320,train,True
50,50_321,8400,9080,321,train,True
50,50_322,9080,9470,322,train,True
50,50_323,9470,10120,323,train,True
50,50_324,10120,10460,324,train,True
50,50_325,10460,10810,325,train,True
51,51_326,0,550,326,train,True
51,51_327,550,800,327,train,True
51,51_328,800,1490,328,train,True
51,51_329,1490,1730,329,train,True
51,51_330,1730,2100,330,train,True
51,51_331,2100,2400,331,train,True
51,51_332,2400,3040,332,train,True
51,51_333,3040,4000,333,train,True
51,51_334,4000,4640,334,train,True
51,51_335,4640,5050,335,train,True
51,51_336,5050,5290,336,train,True
51,51_337,5290,6261,337,train,True
52,52_338,0,270,338,train,True
52,52_339,270,690,339,train,True
52,52_340,690,970,340,train,True
52,52_341,970,1210,341,train,True
52,52_342,1210,1960,342,train,True
52,52_343,1960,2410,343,train,True
52,52_344,2410,3010,344,train,True
52,52_345,3010,3726,345,train,True
53,53_346,0,270,346,train,True
53,53_347,270,990,347,train,True
53,53_348,990,1230,348,train,True
53,53_349,1230,1960,349,train,True
53,53_350,1960,2410,350,train,True
53,53_351,2410,3010,351,train,True
53,53_352,3010,4140,352,train,True
53,53_353,4140,5000,353,train,True
53,53_354,5000,5400,354,train,True
53,53_355,5400,6850,355,train,True
53,53_356,6850,7670,356,train,True
53,53_357,7670,7970,357,train,True
53,53_358,7970,9610,358,train,True
53,53_359,9610,9870,359,train,True
53,53_360,9870,10810,360,train,True
53,53_361,10810,13030,361,train,True
53,53_362,13030,14400,362,train,True
53,53_363,14400,14820,363,train,True
53,53_364,14820,15550,364,train,True
53,53_365,15550,15790,365,train,True
53,53_366,15790,16170,366,train,True
53,53_367,16170,16490,367,train,True
53,53_368,16490,16830,368,train,True
53,53_369,16830,17380,369,train,True
53,53_370,17380,18030,370,train,True
53,53_371,18030,18770,371,train,True
53,53_372,18770,19010,372,train,True
53,53_373,19010,19500,373,train,True
53,53_374,19500,21070,374,train,True
53,53_375,21070,21800,375,train,True
53,53_376,21800,22860,376,train,True
53,53_377,22860,23100,377,train,True
53,53_378,23100,25780,378,train,True
53,53_379,25780,26700,379,train,True
53,53_380,26700,27130,380,train,True
53,53_381,27130,27460,381,train,True
53,53_382,27460,27870,382,train,True
53,53_383,27870,28680,383,train,True
53,53_384,28680,29360,384,train,True
53,53_385,29360,29860,385,train,True
53,53_386,29860,30800,386,train,True
53,53_387,30800,31040,387,train,True
53,53_388,31040,32442,388,train,True
54,54_389,0,480,389,val,False
54,54_390,480,1580,390,val,False
54,54_391,1580,2040,391,val,False
54,54_392,2040,2410,392,val,False
54,54_393,2410,2740,393,val,False
54,54_394,2740,3130,394,val,False
54,54_395,3130,3670,395,val,False
54,54_396,3670,4100,396,val,False
54,54_397,4100,4360,397,val,False
54,54_398,4360,5500,398,val,False
54,54_399,5500,6680,399,val,False
54,54_400,6680,6930,400,val,False
54,54_401,6930,7200,401,val,False
54,54_402,7200,7820,402,val,False
54,54_403,7820,8480,403,val,False
54,54_404,8480,10170,404,val,False
54,54_405,10170,10807,405,val,False
55,55_406,0,480,406,train,True
55,55_407,480,1580,407,train,True
55,55_408,1580,2040,408,train,True
55,55_409,2040,2410,409,train,True
55,55_410,2410,2740,410,train,True
55,55_411,2740,3130,411,train,True
55,55_412,3130,3670,412,train,True
55,55_413,3670,4100,413,train,True
55,55_414,4100,4360,414,train,True
55,55_415,4360,5500,415,train,True
55,55_416,5500,6680,416,train,True
55,55_417,6680,6930,417,train,True
55,55_418,6930,7200,418,train,True
55,55_419,7200,7820,419,train,True
55,55_420,7820,8480,420,train,True
55,55_421,8480,10170,421,train,True
55,55_422,10170,10807,422,train,True
56,56_423,0,600,423,test,False
56,56_424,600,1070,424,test,False
56,56_425,1070,1330,425,test,False
56,56_426,1330,1640,426,test,False
56,56_427,1640,2500,427,test,False
56,56_428,2500,2760,428,test,False
56,56_429,2760,3380,429,test,False
56,56_430,3380,3810,430,test,False
56,56_431,3810,4230,431,test,False
56,56_432,4230,4540,432,test,False
56,56_433,4540,5140,433,test,False
56,56_434,5140,5620,434,test,False
56,56_435,5620,5860,435,test,False
56,56_436,5860,6460,436,test,False
56,56_437,6460,6910,437,test,False
56,56_438,6910,7390,438,test,False
56,56_439,7390,8100,439,test,False
56,56_440,8100,8750,440,test,False
56,56_441,8750,9220,441,test,False
56,56_442,9220,9590,442,test,False
56,56_443,9590,10120,443,test,False
56,56_444,10120,10790,444,test,False
56,56_445,10790,11040,445,test,False
56,56_446,11040,11330,446,test,False
56,56_447,11330,11720,447,test,False
56,56_448,11720,12070,448,test,False
56,56_449,12070,12360,449,test,False
56,56_450,12360,12970,450,test,False
56,56_451,12970,14000,451,test,False
56,56_452,14000,14510,452,test,False
56,56_453,14510,14930,453,test,False
56,56_454,14930,15920,454,test,False
56,56_455,15920,16310,455,test,False
56,56_456,16310,16940,456,test,False
56,56_457,16940,17370,457,test,False
56,56_458,17370,18140,458,test,False
56,56_459,18140,18490,459,test,False
56,56_460,18490,18940,460,test,False
56,56_461,18940,19330,461,test,False
56,56_462,19330,19650,462,test,False
56,56_463,19650,19970,463,test,False
56,56_464,19970,20460,464,test,False
56,56_465,20460,21000,465,test,False
56,56_466,21000,21640,466,test,False
56,56_467,21640,22090,467,test,False
56,56_468,22090,22430,468,test,False
56,56_469,22430,22840,469,test,False
56,56_470,22840,23490,470,test,False
56,56_471,23490,23730,471,test,False
56,56_472,23730,24280,472,test,False
56,56_473,24280,24530,473,test,False
56,56_474,24530,24820,474,test,False
56,56_475,24820,25090,475,test,False
56,56_476,25090,25520,476,test,False
56,56_477,25520,26000,477,test,False
56,56_478,26000,26340,478,test,False
56,56_479,26340,26750,479,test,False
56,56_480,26750,27520,480,test,False
56,56_481,27520,27840,481,test,False
56,56_482,27840,28470,482,test,False
56,56_483,28470,29290,483,test,False
56,56_484,29290,29710,484,test,False
56,56_485,29710,30180,485,test,False
56,56_486,30180,30640,486,test,False
56,56_487,30640,31180,487,test,False
56,56_488,31180,31470,488,test,False
56,56_489,31470,31900,489,test,False
56,56_490,31900,32560,490,test,False
56,56_491,32560,32830,491,test,False
56,56_492,32830,33123,492,test,False
57,57_493,0,940,493,train,True
57,57_494,940,1430,494,train,True
57,57_495,1430,1680,495,train,True
57,57_496,1680,2320,496,train,True
57,57_497,2320,2700,497,train,True
57,57_498,2700,3060,498,train,True
57,57_499,3060,3670,499,train,True
57,57_500,3670,4220,500,train,True
57,57_501,4220,4620,501,train,True
57,57_502,4620,4940,502,train,True
57,57_503,4940,5590,503,train,True
57,57_504,5590,5840,504,train,True
57,57_505,5840,6280,505,train,True
57,57_506,6280,6870,506,train,True
57,57_507,6870,7250,507,train,True
57,57_508,7250,7650,508,train,True
57,57_509,7650,8140,509,train,True
57,57_510,8140,8580,510,train,True
57,57_511,8580,8940,511,train,True
57,57_512,8940,9460,512,train,True
57,57_513,9460,10210,513,train,True
57,57_514,10210,10530,514,train,True
57,57_515,10530,10770,515,train,True
57,57_516,10770,11010,516,train,True
57,57_517,11010,11320,517,train,True
57,57_518,11320,11830,518,train,True
57,57_519,11830,12070,519,train,True
57,57_520,12070,12330,520,train,True
57,57_521,12330,12600,521,train,True
57,57_522,12600,13240,522,train,True
57,57_523,13240,13890,523,train,True
57,57_524,13890,14403,524,train,True
58,58_525,0,400,525,val,False
58,58_526,400,740,526,val,False
58,58_527,740,1070,527,val,False
58,58_528,1070,1420,528,val,False
58,58_529,1420,1720,529,val,False
58,58_530,1720,2330,530,val,False
58,58_531,2330,2670,531,val,False
58,58_532,2670,3200,532,val,False
58,58_533,3200,3750,533,val,False
58,58_534,3750,4260,534,val,False
58,58_535,4260,4560,535,val,False
58,58_536,4560,5110,536,val,False
58,58_537,5110,5610,537,val,False
58,58_538,5610,5900,538,val,False
58,58_539,5900,6290,539,val,False
58,58_540,6290,6970,540,val,False
58,58_541,6970,7270,541,val,False
58,58_542,7270,7620,542,val,False
58,58_543,7620,7950,543,val,False
58,58_544,7950,8350,544,val,False
58,58_545,8350,8730,545,val,False
58,58_546,8730,9270,546,val,False
58,58_547,9270,9970,547,val,False
58,58_548,9970,10690,548,val,False
58,58_549,10690,11110,549,val,False
58,58_550,11110,11380,550,val,False
58,58_551,11380,11720,551,val,False
58,58_552,11720,12160,552,val,False
58,58_553,12160,12430,553,val,False
58,58_554,12430,12670,554,val,False
58,58_555,12670,13260,555,val,False
58,58_556,13260,13850,556,val,False
58,58_557,13850,14090,557,val,False
58,58_558,14090,14750,558,val,False
58,58_559,14750,15180,559,val,False
58,58_560,15180,15470,560,val,False
58,58_561,15470,16200,561,val,False
58,58_562,16200,16560,562,val,False
58,58_563,16560,16810,563,val,False
58,58_564,16810,17090,564,val,False
58,58_565,17090,17500,565,val,False
58,58_566,17500,17970,566,val,False
58,58_567,17970,18520,567,val,False
58,58_568,18520,18830,568,val,False
58,58_569,18830,19230,569,val,False
58,58_570,19230,19610,570,val,False
58,58_571,19610,20070,571,val,False
58,58_572,20070,20430,572,val,False
58,58_573,20430,20710,573,val,False
58,58_574,20710,21050,574,val,False
58,58_575,21050,21410,575,val,False
58,58_576,21410,21730,576,val,False
58,58_577,21730,22190,577,val,False
58,58_578,22190,22440,578,val,False
58,58_579,22440,22990,579,val,False
58,58_580,22990,23670,580,val,False
58,58_581,23670,24120,581,val,False
58,58_582,24120,24570,582,val,False
58,58_583,24570,24950,583,val,False
58,58_584,24950,25320,584,val,False
58,58_585,25320,25570,585,val,False
58,58_586,25570,26020,586,val,False
58,58_587,26020,26580,587,val,False
58,58_588,26580,26860,588,val,False
58,58_589,26860,27830,589,val,False
58,58_590,27830,28250,590,val,False
58,58_591,28250,29030,591,val,False
58,58_592,29030,29360,592,val,False
58,58_593,29360,29720,593,val,False
58,58_594,29720,30260,594,val,False
58,58_595,30260,30560,595,val,False
58,58_596,30560,31170,596,val,False
58,58_597,31170,31600,597,val,False
58,58_598,31600,32430,598,val,False
58,58_599,32430,32920,599,val,False
58,58_600,32920,33382,600,val,False
59,59_601,0,310,601,test,False
59,59_602,310,700,602,test,False
59,59_603,700,940,603,test,False
59,59_604,940,1880,604,test,False
59,59_605,1880,2130,605,test,False
59,59_606,2130,3370,606,test,False
59,59_607,3370,4240,607,test,False
59,59_608,4240,4780,608,test,False
59,59_609,4780,5070,609,test,False
59,59_610,5070,5380,610,test,False
59,59_611,5380,5750,611,test,False
59,59_612,5750,6000,612,test,False
59,59_613,6000,6480,613,test,False
59,59_614,6480,6830,614,test,False
59,59_615,6830,7100,615,test,False
59,59_616,7100,7475,616,test,False
60,60_617,0,240,617,train,True
60,60_618,240,890,618,train,True
60,60_619,890,1220,619,train,True
60,60_620,1220,1460,620,train,True
60,60_621,1460,3040,621,train,True
60,60_622,3040,4000,622,train,True
60,60_623,4000,4260,623,train,True
60,60_624,4260,5070,624,train,True
60,60_625,5070,5430,625,train,True
60,60_626,5430,9240,626,train,True
60,60_627,9240,9860,627,train,True
60,60_628,9860,10190,628,train,True
60,60_629,10190,10430,629,train,True
60,60_630,10430,12020,630,train,True
60,60_631,12020,12970,631,train,True
60,60_632,12970,13230,632,train,True
60,60_633,13230,14040,633,train,True
60,60_634,14040,14543,634,train,True
61,61_635,0,710,635,train,True
61,61_636,710,1030,636,train,True
61,61_637,1030,1270,637,train,True
61,61_638,1270,1640,638,train,True
61,61_639,1640,2060,639,train,True
61,61_640,2060,2580,640,train,True
61,61_641,2580,2820,641,train,True
61,61_642,2820,3090,642,train,True
61,61_643,3090,3360,643,train,True
61,61_644,3360,4120,644,train,True
61,61_645,4120,4710,645,train,True
61,61_646,4710,5430,646,train,True
61,61_647,5430,9110,647,train,True
61,61_648,9110,9820,648,train,True
61,61_649,9820,10140,649,train,True
61,61_650,10140,10860,650,train,True
61,61_651,10860,11170,651,train,True
61,61_652,11170,11680,652,train,True
61,61_653,11680,11930,653,train,True
61,61_654,11930,12200,654,train,True
61,61_655,12200,12470,655,train,True
61,61_656,12470,13220,656,train,True
61,61_657,13220,13820,657,train,True
61,61_658,13820,14516,658,train,True
62,62_659,0,450,659,train,True
62,62_660,450,1560,660,train,True
62,62_661,1560,1820,661,train,True
62,62_662,1820,2160,662,train,True
62,62_663,2160,2580,663,train,True
62,62_664,2580,2820,664,train,True
62,62_665,2820,3290,665,train,True
62,62_666,3290,4410,666,train,True
62,62_667,4410,4720,667,train,True
62,62_668,4720,5380,668,train,True
62,62_669,5380,5820,669,train,True
62,62_670,5820,6100,670,train,True
62,62_671,6100,6460,671,train,True
62,62_672,6460,6880,672,train,True
62,62_673,6880,7250,673,train,True
62,62_674,7250,25600,674,train,True
63,63_675,0,420,675,train,True
63,63_676,420,1490,676,train,True
63,63_677,1490,2510,677,train,True
63,63_678,2510,2920,678,train,True
63,63_679,2920,4160,679,train,True
63,63_680,4160,4730,680,train,True
63,63_681,4730,5060,681,train,True
63,63_682,5060,5420,682,train,True
63,63_683,5420,10800,683,train,True
63,63_684,10800,11050,684,train,True
63,63_685,11050,11370,685,train,True
63,63_686,11370,11650,686,train,True
63,63_687,11650,12320,687,train,True
63,63_688,12320,12670,688,train,True
63,63_689,12670,13660,689,train,True
63,63_690,13660,13940,690,train,True
63,63_691,13940,14360,691,train,True
63,63_692,14360,14630,692,train,True
63,63_693,14630,14900,693,train,True
63,63_694,14900,15200,694,train,True
63,63_695,15200,15460,695,train,True
63,63_696,15460,15820,696,train,True
63,63_697,15820,16290,697,train,True
63,63_698,16290,16668,698,train,True
64,64_699,0,420,699,train,True
64,64_700,420,1490,700,train,True
64,64_701,1490,2510,701,train,True
64,64_702,2510,2920,702,train,True
64,64_703,2920,4160,703,train,True
64,64_704,4160,4730,704,train,True
64,64_705,4730,5060,705,train,True
64,64_706,5060,5420,706,train,True
64,64_707,5420,6250,707,train,True
65,65_708,0,1120,708,test,False
65,65_709,1120,2100,709,test,False
65,65_710,2100,2340,710,test,False
65,65_711,2340,3480,711,test,False
65,65_712,3480,3950,712,test,False
65,65_713,3950,4230,713,test,False
65,65_714,4230,4640,714,test,False
65,65_715,4640,5310,715,test,False
65,65_716,5310,5790,716,test,False
65,65_717,5790,6300,717,test,False
65,65_718,6300,7380,718,test,False
65,65_719,7380,7800,719,test,False
65,65_720,7800,8820,720,test,False
65,65_721,8820,9740,721,test,False
65,65_722,9740,10040,722,test,False
65,65_723,10040,10430,723,test,False
65,65_724,10430,10780,724,test,False
65,65_725,10780,11580,725,test,False
65,65_726,11580,11930,726,test,False
65,65_727,11930,12220,727,test,False
65,65_728,12220,12750,728,test,False
65,65_729,12750,13320,729,test,False
65,65_730,13320,13900,730,test,False
65,65_731,13900,14290,731,test,False
65,65_732,14290,28810,732,test,False
65,65_733,28810,29460,733,test,False
65,65_734,29460,29860,734,test,False
65,65_735,29860,30120,735,test,False
65,65_736,30120,30940,736,test,False
65,65_737,30940,31180,737,test,False
65,65_738,31180,31740,738,test,False
65,65_739,31740,33080,739,test,False
65,65_740,33080,33570,740,test,False
65,65_741,33570,34080,741,test,False
65,65_742,34080,34530,742,test,False
65,65_743,34530,34810,743,test,False
65,65_744,34810,35310,744,test,False
65,65_745,35310,35550,745,test,False
65,65_746,35550,36160,746,test,False
65,65_747,36160,36790,747,test,False
65,65_748,36790,37030,748,test,False
65,65_749,37030,37830,749,test,False
65,65_750,37830,38340,750,test,False
65,65_751,38340,38660,751,test,False
65,65_752,38660,39000,752,test,False
65,65_753,39000,39280,753,test,False
65,65_754,39280,39580,754,test,False
65,65_755,39580,40094,755,test,False
66,66_756,0,1400,756,train,True
66,66_757,1400,1900,757,train,True
66,66_758,1900,2710,758,train,True
66,66_759,2710,3000,759,train,True
66,66_760,3000,3420,760,train,True
66,66_761,3420,3660,761,train,True
66,66_762,3660,5330,762,train,True
66,66_763,5330,19800,763,train,True
66,66_764,19800,20530,764,train,True
66,66_765,20530,21130,765,train,True
66,66_766,21130,21690,766,train,True
66,66_767,21690,22290,767,train,True
66,66_768,22290,22630,768,train,True
66,66_769,22630,22910,769,train,True
66,66_770,22910,23300,770,train,True
66,66_771,23300,23740,771,train,True
66,66_772,23740,24690,772,train,True
66,66_773,24690,25230,773,train,True
66,66_774,25230,25520,774,train,True
66,66_775,25520,26250,775,train,True
66,66_776,26250,26520,776,train,True
66,66_777,26520,27310,777,train,True
66,66_778,27310,27780,778,train,True
66,66_779,27780,28260,779,train,True
66,66_780,28260,28620,780,train,True
66,66_781,28620,29440,781,train,True
